play_id,title,group_id,page_count,scene_count,speech_count,character_rows,role_coverage,hangdang_coverage,edge_count,density,max_edge_weight,top_character,suspicious_name_count,suspicious_name_examples,flags
01002013,华容道,01000000,3,1,40,4,0.5,0.5,6,1.0,29,曹操,0,,single_scene
01002014,宇宙锋,01000000,4,2,101,6,0.5,0.5,15,1.0,92,赵高,0,,
01002015,取帅印,01000000,9,3,149,8,0.5,0.5,22,0.785714,57,程咬金,0,,
01002016,打渔杀家,01000000,13,6,434,14,0.357143,0.357143,54,0.593407,176,萧恩,0,,
01002017,黑风帕,01000000,10,6,270,7,0.857143,0.857143,12,0.571429,147,高旺,0,,
01002018,目莲救母,01000000,3,1,55,4,0.75,0.75,6,1.0,47,目莲,0,,single_scene
01002019,红鸾禧,01000000,6,3,185,6,0.666667,0.666667,15,1.0,130,金松,1,众人:generic_speaker,suspicious_character_names
01002020,白状元祭塔,01000000,3,2,31,3,0.666667,0.666667,3,1.0,35,白素贞,0,,
01003001,琼林宴,01000000,8,5,230,10,0.6,0.6,23,0.511111,133,范仲禹,0,,
01003002,群英会,01000000,15,8,422,18,0.722222,0.722222,77,0.503268,194,周瑜,1,众人:generic_speaker,suspicious_character_names
01003003,桑园会,01000000,8,4,134,3,1.0,1.0,3,1.0,107,秋胡,0,,
01003005,拾黄金,01000000,3,1,3,1,1.0,1.0,0,0.0,0,范陶,0,,single_scene;low_speech_count
01003006,辕门斩子,01000000,9,1,193,9,0.888889,0.888889,36,1.0,87,杨延昭,1,众人:generic_speaker,single_scene;suspicious_character_names
01003008,断太后,01000000,5,4,88,6,0.5,0.5,15,1.0,71,包拯,1,众人:generic_speaker,suspicious_character_names
01003009,打龙袍,01000000,6,6,122,12,0.5,0.5,38,0.575758,71,宋仁宗,1,众人:generic_speaker,suspicious_character_names
01003010,战蒲关,01000000,6,4,121,5,0.6,0.6,8,0.8,103,刘忠,0,,
01003011,斩黄袍,01000000,16,14,363,21,0.333333,0.285714,89,0.42381,127,赵匡胤,1,众人:generic_speaker,suspicious_character_names
01003012,彩楼配,01000000,5,4,106,10,0.7,0.6,33,0.733333,41,王宝钏,0,,
01003013,滑油山,01000000,2,1,28,4,0.25,0.25,6,1.0,31,刘青提,0,,single_scene
01003014,富春楼,01000000,3,1,69,2,1.0,1.0,1,1.0,125,周翠屏,0,,single_scene
01003015,阴阳河,01000000,5,3,127,4,0.75,0.75,5,0.833333,136,张茂深,0,,
01003016,打花鼓,01000000,9,1,276,3,1.0,1.0,3,1.0,277,鼓郎,0,,single_scene
01003017,独木关,01000000,5,9,93,10,0.5,0.5,21,0.466667,42,薛礼,0,,
01003018,丑表功,01000000,4,1,120,3,1.0,1.0,3,1.0,131,保儿,0,,single_scene
01004001,逍遥津,01000000,14,10,304,25,0.64,0.44,128,0.426667,137,曹操,1,众人:generic_speaker,suspicious_character_names
01004004,盗宗卷,01000000,11,6,277,12,0.583333,0.583333,32,0.484848,223,陈平,0,,
01004006,辕门射戟,01000000,8,4,217,12,0.333333,0.333333,43,0.651515,136,张飞,0,,
01004007,取荥阳,01000000,10,4,157,11,0.454545,0.454545,30,0.545455,57,刘邦,0,,
01004008,大保国,01000000,7,1,187,6,0.666667,0.666667,15,1.0,95,徐延昭,1,众人:generic_speaker,single_scene;suspicious_character_names
01004009,忠孝全,01000000,10,5,307,10,0.3,0.2,25,0.555556,107,王振,1,众人:generic_speaker,suspicious_character_names
01004010,双投唐,01000000,12,14,249,11,0.454545,0.363636,33,0.6,243,李密,0,,
01004011,飞虎山,01000000,6,4,109,9,0.666667,0.666667,24,0.666667,75,李克用,0,,
01004012,女起解,01000000,6,3,143,5,0.6,0.4,7,0.7,191,张公道,0,,
01004014,遗翠花,01000000,10,3,293,4,1.0,1.0,6,1.0,367,翠香,0,,
01004015,新安驿,01000000,6,3,173,4,1.0,1.0,6,1.0,72,李氏,0,,
01004016,小上坟,01000000,4,2,65,5,0.6,0.6,10,1.0,71,刘禄敬,0,,
01005001,武家坡,01000000,8,2,218,3,0.666667,0.666667,3,1.0,406,薛平贵,0,,
01005002,浣纱记,01000000,4,2,53,3,1.0,1.0,2,0.666667,61,伍员,0,,
01005003,天雷报,01000000,9,6,288,11,0.545455,0.454545,24,0.436364,373,张元秀,0,,
01005005,沙陀国,01000000,9,5,171,5,1.0,1.0,10,1.0,131,李克用,0,,
01005006,六月雪,01000000,6,2,105,6,0.666667,0.666667,15,1.0,54,窦娥,0,,
01005007,二进宫,01000000,5,1,105,5,1.0,1.0,10,1.0,123,杨波,0,,single_scene
01005008,玉堂春,01000000,9,1,243,9,0.555556,0.555556,36,1.0,155,臬台,0,,single_scene
01005009,孝感天,01000000,2,2,25,4,0.75,0.75,6,1.0,20,魏氏,0,,
01005010,御碑亭,01000000,16,13,300,21,0.47619,0.380952,66,0.314286,79,孟月华,1,众人:generic_speaker,suspicious_character_names
01005011,回荆州,01000000,13,17,251,15,0.4,0.4,42,0.4,84,刘备,0,,
01005012,海潮珠,01000000,6,7,116,7,0.571429,0.571429,21,1.0,87,崔杼,0,,
01005013,双摇会,01000000,12,2,399,6,1.0,1.0,13,0.866667,199,小街坊,0,,
01005014,胭脂虎,01000000,10,5,312,15,0.333333,0.333333,74,0.704762,91,石中玉,0,,
01005015,审李七,01000000,4,1,90,7,0.571429,0.571429,21,1.0,87,李永成,1,众人:generic_speaker,single_scene;suspicious_character_names
01005016,大劈棺,01000000,10,3,291,6,0.5,0.5,15,1.0,150,童儿,0,,
01005017,柳林池,01000000,4,1,34,2,1.0,1.0,1,1.0,61,秦香莲,0,,single_scene
01006001,连营寨,01000000,11,18,238,28,0.178571,0.178571,98,0.259259,34,刘备,1,众人:generic_speaker,suspicious_character_names
01006002,战长沙,01000000,8,11,124,6,0.666667,0.666667,13,0.866667,85,黄忠,0,,
01006003,草桥关,01000000,6,7,111,14,0.5,0.5,40,0.43956,32,姚期,0,,
01006004,九更天,01000000,7,7,161,10,0.7,0.7,26,0.577778,39,马义,0,,
01006005,状元谱,01000000,9,3,279,7,0.714286,0.714286,15,0.714286,136,陈伯愚,0,,
01006006,叹皇陵,01000000,2,1,24,4,0.75,0.75,6,1.0,35,徐延昭,0,,single_scene
01006007,定军山,01000000,11,21,260,16,0.625,0.625,39,0.325,70,黄忠,0,,
01006008,宝莲灯,01000000,10,4,283,7,0.714286,0.714286,12,0.571429,345,刘彦昌,0,,
01006009,连环套,01000000,6,5,154,7,0.428571,0.428571,12,0.571429,237,窦尔敦,1,众人:generic_speaker,suspicious_character_names
01006010,落马湖,01000000,10,9,239,18,0.277778,0.277778,53,0.346405,69,黄天霸,1,众人:generic_speaker,suspicious_character_names
01006011,花田错,01000000,13,9,421,11,0.636364,0.545455,39,0.709091,238,春兰,0,,
01006012,梵王宫,01000000,3,3,51,4,1.0,1.0,6,1.0,33,刘杭燕,0,,
01006013,孝义节,01000000,4,4,51,7,0.571429,0.428571,10,0.47619,35,吴国太,0,,
01006014,金水桥,01000000,6,1,107,7,0.857143,0.714286,21,1.0,35,李世民,0,,single_scene
01006015,罗成托梦,01000000,2,2,15,5,0.6,0.6,10,1.0,7,罗妻,0,,low_speech_count
01006016,探亲相骂,01000000,7,3,175,6,0.833333,0.666667,9,0.6,197,胡妈妈,0,,
01006017,双包案,01000000,3,4,45,7,0.571429,0.571429,16,0.761905,53,假包拯,1,众人:generic_speaker,suspicious_character_names
01006018,上天台,01000000,4,1,51,5,0.6,0.6,10,1.0,47,刘秀,0,,single_scene
01006019,三疑计,01000000,9,5,193,8,0.5,0.5,20,0.714286,84,唐寅,0,,
01007001,卖马,01000000,10,4,328,7,0.857143,0.857143,15,0.714286,311,秦琼,0,,
01007002,八大锤,01000000,13,15,305,21,0.190476,0.190476,62,0.295238,203,陆文龙,1,众人:generic_speaker,suspicious_character_names
01007003,铡美案,01000000,8,3,168,11,0.454545,0.454545,39,0.709091,91,包拯,0,,
01007004,五台山,01000000,5,1,106,3,1.0,0.666667,3,1.0,139,杨延德,0,,single_scene
01007005,凤鸣关,01000000,5,11,55,8,0.25,0.25,11,0.392857,29,赵云,0,,
01007006,罗成叫关,01000000,3,1,20,2,1.0,1.0,1,1.0,31,罗春,0,,single_scene
01007008,别宫,01000000,4,2,38,3,0.666667,0.666667,2,0.666667,53,孙尚香,0,,
01007011,蝴蝶杯,01000000,28,20,693,28,0.678571,0.571429,140,0.37037,227,鲁林,0,,
01007013,刺王僚,01000000,3,2,43,7,0.428571,0.428571,21,1.0,39,姬僚,0,,
01007014,五雷阵,01000000,4,5,65,5,0.8,0.8,4,0.4,46,孙膑,0,,
01007015,铁莲花,01000000,7,5,191,4,1.0,1.0,6,1.0,89,马氏,0,,
01007016,纺棉花,01000000,4,1,100,2,1.0,1.0,1,1.0,195,王氏,0,,single_scene
01008003,汾河湾,01000000,8,4,192,5,0.6,0.6,5,0.5,313,薛仁贵,0,,
01008004,阳平关,01000000,14,13,280,22,0.272727,0.272727,103,0.445887,62,曹操,0,,
01008005,算粮登殿,01000000,9,1,209,10,0.8,0.8,45,1.0,53,王宝钏,0,,single_scene
01008006,虹霓关,01000000,9,15,185,16,0.375,0.375,67,0.558333,94,东方氏,0,,
01008008,杜十娘,01000000,9,15,236,13,0.538462,0.461538,35,0.448718,102,李迁仙,0,,
01008009,遇龙封官,01000000,8,5,194,8,0.375,0.375,21,0.75,114,朱棣,0,,
01008010,二姐逛庙,01000000,6,3,175,3,1.0,1.0,3,1.0,325,陈氏,0,,
01008011,双钉记,01000000,4,2,121,8,0.5,0.5,20,0.714286,83,白金莲,0,,
01009001,失街亭,01000000,5,10,102,11,0.363636,0.363636,23,0.418182,69,马谡,0,,
01009002,斩马谡,01000000,3,1,40,7,0.428571,0.428571,21,1.0,41,诸葛亮,0,,single_scene
01009003,凤仪亭,01000000,4,1,89,5,0.6,0.6,10,1.0,41,董卓,0,,single_scene
01009004,十八扯,01000000,8,1,181,2,1.0,1.0,1,1.0,331,孔秀英,0,,single_scene
01009005,岳家庄,01000000,7,4,180,10,0.5,0.5,29,0.644444,89,岳云,0,,
01009006,长坂坡,01000000,9,14,137,18,0.611111,0.611111,38,0.248366,41,赵云,0,,
01009008,白良关,01000000,11,13,242,13,0.615385,0.615385,33,0.423077,86,尉迟宝林,0,,
01009009,卖绒花,01000000,8,2,303,7,0.714286,0.714286,19,0.904762,320,崔华,0,,
01009010,伐子都,01000000,8,17,145,12,0.25,0.25,26,0.393939,66,公孙阏,0,,
01009011,雁门关,01000000,8,6,218,11,0.181818,0.181818,47,0.854545,132,潘洪,1,众人:generic_speaker,suspicious_character_names
01009012,青石山,01000000,11,12,285,13,0.615385,0.615385,26,0.333333,342,院子,0,,
01009013,长亭会,01000000,2,2,15,4,0.5,0.5,4,0.666667,15,申包胥,0,,low_speech_count
01009014,濮阳城,01000000,9,9,171,17,0.294118,0.235294,61,0.448529,63,吕布,1,众人:generic_speaker,suspicious_character_names
01009015,战樊城,01000000,6,6,116,10,0.6,0.5,31,0.688889,49,伍员,0,,
01009016,进蛮诗,01000000,7,2,168,8,0.625,0.625,28,1.0,69,唐明皇,0,,
01009018,失印救火,01000000,11,5,361,9,0.444444,0.444444,23,0.638889,317,白槐,1,众人:generic_speaker,suspicious_character_names
01010001,马鞍山,01000000,4,3,64,5,0.4,0.4,10,1.0,101,俞伯牙,0,,
01010002,宫门带,01000000,6,3,97,10,0.6,0.5,36,0.8,118,李渊,0,,
01010003,渭水河,01000000,5,5,94,12,0.333333,0.333333,27,0.409091,68,姬昌,0,,
01010004,法场换子,01000000,4,2,56,9,0.333333,0.222222,36,1.0,54,徐策,0,,
01010005,忠孝牌,01000000,5,3,91,6,0.666667,0.5,14,0.933333,54,薛广,0,,
01010006,忠孝图,01000000,7,1,217,3,1.0,1.0,3,1.0,161,焦氏,0,,single_scene
01010007,打面缸,01000000,9,2,292,11,0.454545,0.454545,49,0.890909,156,大老爷,0,,
01010010,锁云囊,01000000,5,4,119,10,0.4,0.4,30,0.666667,88,梅花娘,1,众人:generic_speaker,suspicious_character_names
01010011,人才驸马,01000000,10,11,309,7,0.857143,0.857143,13,0.619048,142,玉珍公主,0,,
01010012,查头关,01000000,8,3,280,4,0.75,0.75,6,1.0,440,苏里烟,0,,
01010013,双断桥,01000000,4,1,37,3,1.0,1.0,3,1.0,49,白素贞,0,,single_scene
01010014,卖饽饽,01000000,8,2,287,4,0.75,0.75,5,0.833333,272,差役,0,,
01010015,荐诸葛,01000000,6,3,87,8,0.75,0.75,28,1.0,66,刘备,0,,
01010016,风云会,01000000,4,4,53,4,0.5,0.5,4,0.666667,78,赵匡胤,0,,
01010017,烟鬼叹,01000000,4,2,14,3,1.0,1.0,1,0.333333,9,胡松亭,0,,low_speech_count
01011001,渑池会,01000000,15,10,275,31,0.16129,0.16129,168,0.36129,108,蔺相如,1,众人:generic_speaker,suspicious_character_names
01011002,请宋灵,01000000,11,20,223,20,0.4,0.4,63,0.331579,62,丞相,1,众人:generic_speaker,suspicious_character_names
01011003,回龙阁,01000000,6,1,88,8,1.0,1.0,21,0.75,39,王宝钏,0,,single_scene
01011004,烧绵山,01000000,10,15,137,9,0.888889,0.666667,20,0.555556,76,介子推,0,,
01011005,监酒令,01000000,13,7,212,21,0.095238,0.095238,91,0.433333,40,刘章,0,,
01011007,芦花河,01000000,6,1,94,7,0.428571,0.428571,21,1.0,105,樊梨花,0,,single_scene
01011008,马上缘,01000000,11,11,288,19,0.210526,0.210526,76,0.444444,117,樊梨花,0,,
01011009,拿高登,01000000,12,15,234,22,0.363636,0.363636,72,0.311688,47,徐世英,0,,
01011010,明月珠,01000000,3,1,87,3,1.0,1.0,3,1.0,73,丫鬟,0,,single_scene
01011011,白马坡,01000000,6,5,112,14,0.285714,0.285714,50,0.549451,39,曹操,0,,
01011012,摩天岭,01000000,9,8,192,19,0.473684,0.421053,59,0.345029,81,薛仁贵,0,,
01011013,赵颜借寿,01000000,3,1,84,3,1.0,1.0,3,1.0,131,南斗星君,0,,single_scene
01011014,洛阳桥,01000000,8,7,183,16,0.1875,0.1875,25,0.208333,237,夏得海,0,,
01011016,送银灯,01000000,4,1,81,3,1.0,1.0,3,1.0,71,桂娟,0,,single_scene
01012001,泥马渡康王,01000000,11,8,279,21,0.428571,0.285714,99,0.471429,71,崔孝,1,众人:generic_speaker,suspicious_character_names
01012002,闹江州,01000000,24,17,524,33,0.181818,0.151515,145,0.274621,150,戴宗,1,众人:generic_speaker,suspicious_character_names
01012003,高平关,01000000,8,3,138,6,0.666667,0.666667,13,0.866667,151,高行周,0,,
01012004,莲花湖,01000000,16,15,411,36,0.138889,0.055556,226,0.35873,62,胜英,1,众人:generic_speaker,suspicious_character_names
01012005,打銮驾,01000000,5,4,51,5,0.4,0.4,10,1.0,42,包拯,0,,
01012006,少华山,01000000,3,1,71,5,1.0,1.0,6,0.6,71,倪厚,0,,single_scene
01012007,贵妃醉酒,01000000,4,1,84,6,0.5,0.5,10,0.666667,95,杨玉环,0,,single_scene
01012008,春秋配,01000000,7,3,183,4,1.0,1.0,5,0.833333,132,乳娘,0,,
01012011,赶三关,01000000,7,5,145,8,0.625,0.625,17,0.607143,70,薛平贵,0,,
01012012,南阳关,01000000,6,12,82,10,0.8,0.7,17,0.377778,28,伍云昭,0,,
01012014,血手印,01000000,8,2,116,9,0.666667,0.444444,26,0.722222,66,林佑安,1,众人:generic_speaker,suspicious_character_names
01012015,一捧雪,01000000,7,2,200,9,0.555556,0.333333,28,0.777778,159,陆炳,0,,
01012016,双观星,01000000,2,1,14,3,0.666667,0.0,3,1.0,17,高行周,0,,single_scene;low_speech_count
01013001,司马逼宫,01000000,8,4,189,10,0.6,0.5,24,0.533333,111,司马师,0,,
01013002,审刺客,01000000,5,2,83,12,0.666667,0.5,56,0.848485,47,闵觉,0,,
01013003,赠别挑袍,01000000,4,4,60,11,0.363636,0.363636,26,0.472727,17,关羽,1,众人:generic_speaker,suspicious_character_names
01013004,借赵云,01000000,4,9,73,7,0.714286,0.571429,15,0.714286,63,刘备,0,,
01013005,御林郡,01000000,4,3,53,8,0.625,0.5,14,0.5,21,马芳,0,,
01013006,奇冤报,01000000,4,5,55,5,1.0,1.0,6,0.6,45,赵大,0,,
01013007,恶虎村,01000000,9,11,242,15,0.666667,0.666667,62,0.590476,165,武天虬,0,,
01013008,皮匠杀妻,01000000,7,5,191,4,1.0,1.0,6,1.0,136,林玉兰,0,,
01013009,罗四虎,01000000,5,11,87,10,0.9,0.9,11,0.244444,56,罗四虎,0,,
01013010,八蜡庙,01000000,7,13,174,20,0.5,0.5,92,0.484211,28,黄天霸,1,众人:generic_speaker,suspicious_character_names
01013011,伐东吴,01000000,4,7,49,10,0.8,0.8,14,0.311111,15,黄忠,0,,
01013012,战太平,01000000,7,14,99,10,0.8,0.8,19,0.422222,34,花云,0,,
01013013,刺巴杰,01000000,5,7,126,10,0.7,0.5,23,0.511111,73,骆宏勋,0,,
01013014,金钱豹,01000000,6,13,115,15,0.533333,0.466667,52,0.495238,33,孙悟空,0,,
01013015,玉门关,01000000,3,6,56,6,0.666667,0.666667,8,0.533333,28,班超,0,,
01013016,贾家楼,01000000,6,12,136,19,0.526316,0.526316,63,0.368421,48,程咬金,1,众人:generic_speaker,suspicious_character_names
01013017,药茶计,01000000,4,3,59,7,0.428571,0.428571,21,1.0,43,王氏,0,,
01013018,老黄请医,01000000,6,1,212,4,1.0,1.0,3,0.5,351,刘高手,0,,single_scene
01013019,黛玉葬花,01000000,4,2,45,3,0.666667,0.666667,3,1.0,49,林黛玉,0,,
01013020,花蝴蝶,01000000,6,5,129,20,0.15,0.15,83,0.436842,35,姜永志,0,,
01014001,鲁肃求计,01000000,6,2,86,4,0.75,0.5,4,0.666667,135,鲁肃,1,众人:generic_speaker,suspicious_character_names
01014002,铁笼山,01000000,4,7,79,9,0.333333,0.333333,13,0.361111,37,陈泰,0,,
01014003,浔阳楼,01000000,3,3,55,8,0.375,0.375,19,0.678571,22,宋江,0,,
01014004,秦淮河,01000000,4,2,111,7,0.857143,0.857143,17,0.809524,45,鸨儿,0,,
01014005,打樱桃,01000000,7,7,199,8,0.875,0.75,22,0.785714,113,秋水,0,,
01014006,丁甲山,01000000,6,9,155,12,0.583333,0.5,24,0.363636,79,李逵,1,众人:generic_speaker,suspicious_character_names
01014007,淮安府,01000000,4,7,50,7,0.571429,0.571429,12,0.571429,17,蔡天化,1,众人:generic_speaker,suspicious_character_names
01014008,雪杯圆,01000000,3,2,50,3,1.0,0.666667,3,1.0,67,傅氏,0,,
01014009,除三害,01000000,3,1,47,2,1.0,1.0,1,1.0,89,王晋,0,,single_scene
01014010,错杀奸,01000000,5,5,115,6,0.833333,0.833333,15,1.0,67,范得忠,0,,
01014011,锁五龙,01000000,3,1,22,6,0.833333,0.833333,15,1.0,17,单雄信,0,,single_scene
01014012,摘缨会,01000000,5,7,71,9,0.555556,0.555556,22,0.611111,27,楚庄王,1,众:generic_speaker,suspicious_character_names
01014013,度白俭,01000000,4,2,72,6,0.5,0.333333,15,1.0,98,白俭,0,,
01014014,罗锅子抢亲,01000000,7,4,204,10,0.7,0.7,18,0.4,108,胡伦,1,众人:generic_speaker,suspicious_character_names
01014015,挡亮,01000000,3,1,17,4,0.75,0.75,6,1.0,13,陈友谅,0,,single_scene;low_speech_count
01014016,董家山,01000000,4,2,128,4,0.75,0.75,6,1.0,200,周鼎,0,,
01014018,云台观,01000000,4,2,40,10,0.8,0.8,27,0.6,22,王莽,0,,
01014019,五花洞,01000000,6,7,132,17,0.529412,0.529412,61,0.448529,31,假潘金莲,0,,
01014020,红梅阁,01000000,5,9,70,5,0.8,0.8,6,0.6,97,李慧娘,0,,
01014021,恶虎庄,01000000,5,6,126,11,0.636364,0.545455,24,0.436364,62,姚刚,0,,
01014022,四杰村,01000000,5,11,107,16,0.375,0.375,42,0.35,34,鲍士安,1,众人:generic_speaker,suspicious_character_names
01015001,马嵬坡,01000000,3,3,32,4,0.5,0.25,4,0.666667,46,唐明皇,0,,
01015002,古城相会,01000000,6,7,150,10,0.4,0.2,21,0.466667,72,关羽,0,,
01015003,潞安州,01000000,7,10,148,18,0.444444,0.333333,51,0.333333,49,陆登,1,众人:generic_speaker,suspicious_character_names
01015004,扫松下书,01000000,5,1,138,3,0.666667,0.666667,3,1.0,267,李旺,0,,single_scene
01015006,英杰烈,01000000,18,36,449,26,0.307692,0.269231,94,0.289231,181,陈母,1,众人:generic_speaker,suspicious_character_names
01015007,南屏山,01000000,5,7,68,7,0.428571,0.285714,13,0.619048,47,鲁肃,1,众人:generic_speaker,suspicious_character_names
01015008,疯僧扫秦,01000000,6,1,185,4,0.75,0.5,6,1.0,221,疯僧,0,,single_scene
01015009,盗魂铃,01000000,4,5,36,4,1.0,1.0,2,0.333333,37,猪八戒,0,,
01015010,紫荆树,01000000,4,2,78,5,0.8,0.8,8,0.8,65,李三春,0,,
01015011,庆阳图,01000000,4,7,69,12,0.75,0.5,30,0.454545,20,马兰,0,,
01015012,一捧雪,01000000,8,8,196,13,0.461538,0.384615,36,0.461538,83,莫成,0,,
01015014,赵家楼,01000000,5,15,87,12,0.833333,0.833333,18,0.272727,46,王通,1,众人:generic_speaker,suspicious_character_names
01015015,三气周瑜,01000000,4,5,61,13,0.230769,0.076923,25,0.320513,31,周瑜,1,众人:generic_speaker,suspicious_character_names
01015016,八郎探母,01000000,10,7,192,19,0.526316,0.421053,91,0.532164,84,杨延顺,1,众人:generic_speaker,suspicious_character_names
01015017,临潼山,01000000,8,9,143,15,0.6,0.533333,41,0.390476,54,李渊,0,,
01016001,骂杨广,01000000,3,1,32,8,0.75,0.5,21,0.75,21,宇文化及,0,,single_scene
01016002,蒯彻装疯,01000000,5,3,98,10,0.8,0.6,33,0.733333,49,蒯彻,1,众人:generic_speaker,suspicious_character_names
01016003,单刀赴会,01000000,5,5,84,11,0.363636,0.272727,26,0.472727,53,关羽,0,,
01016005,未央宫,01000000,5,1,70,6,0.666667,0.5,15,1.0,47,韩信,0,,single_scene
01016006,取南郡,01000000,8,10,153,21,0.761905,0.619048,59,0.280952,73,周瑜,0,,
01016007,春香闹学,01000000,6,1,184,4,0.75,0.5,6,1.0,205,春香,0,,single_scene
01016008,拾玉镯,01000000,5,3,97,3,1.0,1.0,2,0.666667,131,孙玉姣,0,,
01016009,大锯缸,01000000,4,4,72,6,0.833333,0.833333,12,0.8,97,土地,0,,
01016010,三让徐州,01000000,6,6,102,12,0.416667,0.25,40,0.606061,42,刘备,0,,
01016011,骂王朗,01000000,4,4,60,9,0.222222,0.222222,19,0.527778,19,诸葛亮,0,,
01016014,破洪州,01000000,6,6,169,10,0.4,0.4,33,0.733333,137,穆桂英,0,,
01016015,背娃入府,01000000,5,1,153,5,0.8,0.6,10,1.0,129,李平儿,0,,single_scene
01016016,三上轿,01000000,6,1,114,8,0.375,0.25,28,1.0,43,李配,0,,single_scene
01016017,郿邬县,01000000,7,3,150,14,0.785714,0.642857,82,0.901099,53,刘瑾,0,,
01016018,妙善出家,01000000,3,3,33,5,0.8,0.8,10,1.0,24,林彪,0,,
01017001,风波亭,01000000,22,30,512,50,0.4,0.38,197,0.160816,55,岳飞,0,,
01017002,三上殿,01000000,6,3,107,11,0.636364,0.454545,55,1.0,96,孙安,1,众人:generic_speaker,suspicious_character_names
01017003,假金牌,01000000,11,4,361,16,0.25,0.25,66,0.55,164,孙安,0,,
01017004,襄阳宴,01000000,9,10,163,19,0.736842,0.578947,63,0.368421,39,刘备,0,,
01017006,张古董借妻,01000000,6,5,178,13,0.461538,0.307692,37,0.474359,65,张古董,0,,
01017007,别妻,01000000,4,1,69,3,1.0,0.666667,3,1.0,67,花大汉,0,,single_scene
01017008,斩貂蝉,01000000,3,1,65,4,0.5,0.5,6,1.0,115,关羽,1,众人:generic_speaker,single_scene;suspicious_character_names
01017009,金雁桥,01000000,3,9,40,6,1.0,1.0,12,0.8,26,诸葛亮,0,,
01017010,张良辞朝,01000000,2,1,21,2,1.0,0.5,1,1.0,41,刘邦,0,,single_scene
01017011,景阳岗,01000000,5,2,124,7,0.857143,0.714286,11,0.52381,165,武松,0,,
01017012,连环计,01000000,3,1,16,2,1.0,1.0,1,1.0,31,王允,0,,single_scene;low_speech_count
01017013,下河东,01000000,6,13,136,12,0.5,0.5,26,0.393939,83,欧阳方,1,众人:generic_speaker,suspicious_character_names
