play_id,title,group_id,page_count,scene_count,speech_count,character_rows,role_coverage,hangdang_coverage,edge_count,density,max_edge_weight,top_character,suspicious_name_count,suspicious_name_examples,flags
70203101,花田错,70203000,29,1,950,15,0.8,0.8,105,1.0,403,春兰,1,众人:generic_speaker,single_scene;suspicious_character_names
94000002,海瑞上疏,94000000,38,1,965,44,0.636364,0.431818,780,0.824524,261,海瑞,1,众人:generic_speaker,single_scene;suspicious_character_names
70805106,西门豹,70805000,36,1,996,32,0.25,0.21875,496,1.0,199,西门豹,1,众人:generic_speaker,single_scene;suspicious_character_names
01002003,祭长江,01000000,2,2,10,2,0.5,0.5,1,1.0,7,孙尚香,0,,low_speech_count
01010017,烟鬼叹,01000000,4,2,14,3,1.0,1.0,1,0.333333,9,胡松亭,0,,low_speech_count
01006015,罗成托梦,01000000,2,2,15,5,0.6,0.6,10,1.0,7,罗妻,0,,low_speech_count
01009013,长亭会,01000000,2,2,15,4,0.5,0.5,4,0.666667,15,申包胥,0,,low_speech_count
02008026,洒金桥,02000000,3,2,16,2,1.0,1.0,1,1.0,29,苗训,0,,low_speech_count
03060002,洒金桥,03000000,3,2,18,2,1.0,1.0,1,1.0,29,赵匡胤,0,,low_speech_count
02001048,五雷阵,02000000,2,4,19,4,0.75,0.75,4,0.666667,14,毛蕡,0,,low_speech_count
01007006,罗成叫关,01000000,3,1,20,2,1.0,1.0,1,1.0,31,罗春,0,,single_scene
01017010,张良辞朝,01000000,2,1,21,2,1.0,0.5,1,1.0,41,刘邦,0,,single_scene
03092004,秦罗敷,03000000,4,1,21,1,1.0,1.0,0,0.0,0,秦罗敷,0,,single_scene
01014011,锁五龙,01000000,3,1,22,6,0.833333,0.833333,15,1.0,17,单雄信,0,,single_scene
70904214,九莲灯·焚宫烧狱,70904000,2,1,22,5,0.2,0.2,10,1.0,19,火灵圣母,0,,single_scene
80000030,长亭会,80000000,2,2,22,5,0.4,0.4,6,0.6,15,申包胥,1,众人:generic_speaker,suspicious_character_names
70902145,琵琶记·卖发,70902000,2,1,23,2,1.0,0.5,1,1.0,43,赵五娘,0,,single_scene
01006006,叹皇陵,01000000,2,1,24,4,0.75,0.75,6,1.0,35,徐延昭,0,,single_scene
01018006,煤山恨,01000000,4,1,24,7,0.428571,0.285714,21,1.0,17,崇祯,0,,single_scene
70005116,煤山恨,70005000,4,1,25,7,0.428571,0.285714,21,1.0,17,崇祯,0,,single_scene
02001005,风调雨顺,02000000,3,1,26,9,0.555556,0.333333,28,0.777778,11,释迦牟尼,0,,single_scene
70902144,荆钗记·上路,70902000,2,1,26,4,0.75,0.0,6,1.0,15,姚氏,0,,single_scene
80000024,贺后骂殿,80000000,3,1,26,6,0.666667,0.666667,10,0.666667,15,赵光义,0,,single_scene
02006049,五凤楼,02000000,2,1,27,7,0.428571,0.428571,21,1.0,17,武三思,0,,single_scene
01003013,滑油山,01000000,2,1,28,4,0.25,0.25,6,1.0,31,刘青提,0,,single_scene
05004008,月下赞貂婵,05000000,3,1,29,3,0.666667,0.666667,3,1.0,39,关羽,0,,single_scene
02001008,财源辐辏,02000000,3,1,30,10,0.1,0.1,45,1.0,9,五路天官,0,,single_scene
03034001,孟母断机,03000000,2,1,30,2,0.5,0.5,1,1.0,57,孟母,0,,single_scene
70901133,桃花扇·和战,70901000,2,1,31,5,1.0,0.8,10,1.0,15,刘泽清,0,,single_scene
01016001,骂杨广,01000000,3,1,32,8,0.75,0.5,21,0.75,21,宇文化及,0,,single_scene
01005017,柳林池,01000000,4,1,34,2,1.0,1.0,1,1.0,61,秦香莲,0,,single_scene
02001056,幻化,02000000,3,1,34,2,1.0,0.5,1,1.0,65,庄周,0,,single_scene
90000002,麻姑拜寿,90000000,4,1,34,6,0.666667,0.666667,15,1.0,23,圣母,0,,single_scene
01024007,挡幽王,01000000,5,3,35,6,0.5,0.5,11,0.733333,37,申伯侯,1,众人:generic_speaker,suspicious_character_names
02005002,观容,02000000,3,1,35,3,1.0,0.666667,3,1.0,27,金氏,0,,single_scene
03039004,傅氏发配,03000000,2,1,35,4,0.25,0.25,6,1.0,43,傅氏,0,,single_scene
70902110,牡丹亭·惊梦,70902000,4,1,35,5,0.8,0.6,10,1.0,31,杜丽娘,0,,single_scene
70902156,南西厢记·佳期,70902000,3,1,36,4,0.75,0.5,3,0.5,59,红娘,0,,single_scene
01010013,双断桥,01000000,4,1,37,3,1.0,1.0,3,1.0,49,白素贞,0,,single_scene
02007032,目莲记,02000000,3,1,37,5,0.6,0.4,10,1.0,25,平等王,0,,single_scene
01021008,双合印,01000000,3,1,38,3,1.0,1.0,1,0.333333,67,王月梅,0,,single_scene
02006025,安天会,02000000,3,1,38,5,0.8,0.8,10,1.0,9,李靖,0,,single_scene
03057006,潇湘探病,03000000,3,1,39,3,1.0,1.0,3,1.0,37,林黛玉,0,,single_scene
01002013,华容道,01000000,3,1,40,4,0.5,0.5,6,1.0,29,曹操,0,,single_scene
01009002,斩马谡,01000000,3,1,40,7,0.428571,0.428571,21,1.0,41,诸葛亮,0,,single_scene
70902105,荆钗记·男祭,70902000,3,1,40,3,1.0,0.333333,3,1.0,53,王十朋,0,,single_scene
80000011,白帝城,80000000,2,1,40,7,1.0,1.0,15,0.714286,29,刘备,0,,single_scene
70902109,牡丹亭·游园,70902000,2,1,41,2,1.0,1.0,1,1.0,75,春香,0,,single_scene
02001003,福禄寿荣,02000000,3,1,42,13,0.230769,0.230769,78,1.0,27,众仙,0,,single_scene
02003021,骂曹饯行,02000000,4,2,42,8,0.5,0.375,20,0.714286,26,众人,1,众人:generic_speaker,suspicious_character_names
02001004,遐龄永祝,02000000,4,1,43,11,0.090909,0.090909,55,1.0,19,水官,0,,single_scene
70901107,千金记·别姬,70901000,3,1,43,4,1.0,1.0,6,1.0,49,项羽,0,,single_scene
01006017,双包案,01000000,3,4,45,7,0.571429,0.571429,16,0.761905,53,假包拯,1,众人:generic_speaker,suspicious_character_names
01014009,除三害,01000000,3,1,47,2,1.0,1.0,1,1.0,89,王晋,0,,single_scene
01028007,困曹府,01000000,4,1,47,5,0.8,0.6,10,1.0,41,赵匡胤,0,,single_scene
02001001,天官赐福,02000000,3,1,47,7,0.857143,0.857143,21,1.0,27,财神,0,,single_scene
05004001,专母训子,05000000,4,1,47,3,1.0,1.0,3,1.0,75,专诸,0,,single_scene
04022002,描容上路,04000000,4,1,48,2,1.0,1.0,1,1.0,79,赵五娘,0,,single_scene
70402103,锁五龙,70402000,4,1,49,7,0.714286,0.714286,21,1.0,49,单雄信,0,,single_scene
01014007,淮安府,01000000,4,7,50,7,0.571429,0.571429,12,0.571429,17,蔡天化,1,众人:generic_speaker,suspicious_character_names
70904208,西游记·胖姑学舌,70904000,3,1,50,3,0.333333,0.333333,3,1.0,59,王留,0,,single_scene
01006018,上天台,01000000,4,1,51,5,0.6,0.6,10,1.0,47,刘秀,0,,single_scene
13004004,安天会·大战,13000000,5,1,51,10,0.3,0.2,45,1.0,25,李天王,0,,single_scene
14001008,上天台,14000000,4,1,52,5,0.8,0.8,10,1.0,49,刘秀,0,,single_scene
90000001,红线盗盒,90000000,3,1,52,5,0.2,0.2,10,1.0,43,薛嵩,0,,single_scene
14002009,目莲救母,14000000,3,1,53,4,0.75,0.75,6,1.0,47,目莲,0,,single_scene
70904207,西游记·认子,70904000,4,1,53,2,1.0,1.0,1,1.0,101,玄奘,0,,single_scene
02005026,观阵,02000000,4,1,54,6,0.833333,0.333333,15,1.0,49,秦琼,0,,single_scene
02006047,五凤楼,02000000,3,1,54,7,0.285714,0.142857,21,1.0,29,武则天,0,,single_scene
03065001,绝粮返境,03000000,3,3,54,10,0.2,0.0,29,0.644444,30,马腾,1,众人:generic_speaker,suspicious_character_names
01002018,目莲救母,01000000,3,1,55,4,0.75,0.75,6,1.0,47,目莲,0,,single_scene
01031003,博浪锥,01000000,4,5,55,7,0.428571,0.428571,14,0.666667,35,苍海公,1,众人:generic_speaker,suspicious_character_names
03021001,花园赠金,03000000,3,1,55,3,0.666667,0.666667,3,1.0,39,王宝钏,0,,single_scene
70005104,博浪锥,70005000,4,5,55,7,0.428571,0.428571,14,0.666667,35,张良,1,众人:generic_speaker,suspicious_character_names
70902146,琵琶记·赏荷,70902000,4,1,55,5,0.4,0.2,10,1.0,45,蔡邕,0,,single_scene
80000025,春闺梦,80000000,3,1,55,3,1.0,1.0,3,1.0,53,张氏,0,,single_scene
03096003,华容道,03000000,4,1,56,4,0.5,0.5,6,1.0,33,曹操,0,,single_scene
13001007,敲骨求金,13000000,4,1,56,8,0.5,0.375,28,1.0,27,老路人,0,,single_scene
70902115,紫钗记·阳关,70902000,3,1,56,7,0.428571,0.285714,21,1.0,39,李益,0,,single_scene
03003002,李广催贡,03000000,5,4,57,9,0.111111,0.111111,24,0.666667,45,辽太,1,众人:generic_speaker,suspicious_character_names
70901132,桃花扇·争座,70901000,4,1,57,8,0.75,0.5,28,1.0,21,史可法,0,,single_scene
70902127,长生殿·酒楼,70902000,4,1,57,4,0.75,0.75,3,0.5,97,郭子仪,0,,single_scene
70904115,西游记·胖姑学舌,70904000,3,1,58,3,1.0,0.666667,3,1.0,75,王留,0,,single_scene
01002005,落花园,01000000,3,1,59,4,0.75,0.75,6,1.0,47,陈杏元,0,,single_scene
02008040,五台山,02000000,4,1,59,7,0.571429,0.285714,21,1.0,53,杨继业,0,,single_scene
03060005,困曹府,03000000,4,1,59,6,0.666667,0.666667,15,1.0,51,赵匡胤,0,,single_scene
70902103,西游记·认子,70902000,4,1,59,2,1.0,1.0,1,1.0,113,玄奘,0,,single_scene
01013003,赠别挑袍,01000000,4,4,60,11,0.363636,0.363636,26,0.472727,17,关羽,1,众人:generic_speaker,suspicious_character_names
01015015,三气周瑜,01000000,4,5,61,13,0.230769,0.076923,25,0.320513,31,周瑜,1,众人:generic_speaker,suspicious_character_names
01023004,三击掌,01000000,3,1,61,4,0.5,0.25,6,1.0,93,王宝钏,0,,single_scene
01032012,浣纱溪,01000000,5,4,61,4,0.75,0.75,4,0.666667,61,范蠡,1,众人:generic_speaker,suspicious_character_names
70902119,玉簪记·琴挑,70902000,4,1,61,2,1.0,0.5,1,1.0,117,潘必正,0,,single_scene
05011001,游武庙,05000000,5,2,62,5,0.4,0.4,8,0.8,108,洪武帝,1,众人:generic_speaker,suspicious_character_names
70901134,升平宝筏·擒猴,70901000,4,1,62,11,0.181818,0.181818,55,1.0,33,李靖,0,,single_scene
70902172,艳云亭·痴诉,70902000,3,1,62,5,0.8,0.8,3,0.3,107,诸葛暗,0,,single_scene
70901101,单刀会·训子,70901000,4,1,63,5,0.8,0.8,10,1.0,45,关羽,0,,single_scene
90000006,花园赠金,90000000,3,1,64,3,0.666667,0.666667,3,1.0,61,王宝钏,0,,single_scene
90000021,困曹府,90000000,4,1,64,5,0.8,0.6,10,1.0,61,赵匡胤,0,,single_scene
14001007,三击掌,14000000,4,1,65,4,0.5,0.5,6,1.0,101,王宝钏,0,,single_scene
01002006,探阴山,01000000,3,1,66,5,0.6,0.6,10,1.0,91,包拯,0,,single_scene
01002007,打金枝,01000000,5,1,66,6,0.833333,0.666667,15,1.0,25,唐王,0,,single_scene
01022008,喂药,01000000,4,1,66,3,1.0,1.0,3,1.0,49,刘金定,0,,single_scene
03055004,告御状,03000000,4,1,66,5,0.8,0.8,10,1.0,43,宋太宗,0,,single_scene
01019009,曾头市,01000000,4,5,67,13,0.538462,0.461538,26,0.333333,45,史文恭,1,众人:generic_speaker,suspicious_character_names
02001009,八仙庆寿,02000000,6,1,67,11,0.181818,0.090909,55,1.0,33,何仙姑,0,,single_scene
02007030,目莲记,02000000,3,1,67,6,0.166667,0.166667,15,1.0,87,大瘟神,0,,single_scene
90000004,红娘,90000000,3,1,67,4,0.75,0.75,6,1.0,71,红娘,0,,single_scene
01015007,南屏山,01000000,5,7,68,7,0.428571,0.285714,13,0.619048,47,鲁肃,1,众人:generic_speaker,suspicious_character_names
02008019,挂印,02000000,4,1,68,8,0.875,0.5,28,1.0,49,高行周,0,,single_scene
01003014,富春楼,01000000,3,1,69,2,1.0,1.0,1,1.0,125,周翠屏,0,,single_scene
01017007,别妻,01000000,4,1,69,3,1.0,0.666667,3,1.0,67,花大汉,0,,single_scene
01040004,倒厅门,01000000,5,1,69,2,1.0,1.0,1,1.0,137,满堂娇,0,,single_scene
70904110,棋盘会·点将,70904000,4,1,69,9,0.888889,0.444444,36,1.0,41,钟无盐,0,,single_scene
01016005,未央宫,01000000,5,1,70,6,0.666667,0.5,15,1.0,47,韩信,0,,single_scene
03040003,刘瑾逛花园,03000000,3,1,70,3,0.666667,0.666667,3,1.0,135,贾桂,0,,single_scene
13003008,画兰,13000000,3,1,70,4,0.75,0.75,6,1.0,81,王伯谷,0,,single_scene
70001203,金殿求计,70001000,5,1,70,5,0.6,0.6,10,1.0,51,孙权,0,,single_scene
01012006,少华山,01000000,3,1,71,5,1.0,1.0,6,0.6,71,倪厚,0,,single_scene
01014012,摘缨会,01000000,5,7,71,9,0.555556,0.555556,22,0.611111,27,楚庄王,1,众:generic_speaker,suspicious_character_names
01025006,合凤裙,01000000,4,1,71,3,0.666667,0.666667,3,1.0,111,吴小姐,0,,single_scene
03080005,月下斩貂蝉,03000000,3,1,71,4,0.5,0.5,6,1.0,111,关羽,0,,single_scene
70901106,一种情·冥勘,70901000,3,1,71,4,1.0,0.75,6,1.0,87,炳灵公,0,,single_scene
02010016,娘子军,02000000,5,9,72,17,0.235294,0.235294,58,0.426471,19,韩世忠,1,众人:generic_speaker,suspicious_character_names
03028002,小商河,03000000,5,6,72,12,0.25,0.25,28,0.424242,26,岳飞,1,众人:generic_speaker,suspicious_character_names
70901118,麒麟阁·三挡,70901000,4,1,72,8,0.625,0.5,21,0.75,23,秦琼,0,,single_scene
70902126,千忠戮·惨睹,70902000,4,1,73,12,0.166667,0.083333,66,1.0,55,建文帝,0,,single_scene
01020008,燕青打擂,01000000,4,6,74,17,0.647059,0.470588,64,0.470588,13,吴用,1,众人:generic_speaker,suspicious_character_names
01021005,泗州城,01000000,5,6,75,14,0.642857,0.571429,17,0.186813,58,水母娘娘,1,众人:generic_speaker,suspicious_character_names
03075002,典韦耀武,03000000,4,1,76,11,0.181818,0.181818,55,1.0,17,曹操,0,,single_scene
04010004,母女会,04000000,5,1,79,4,0.5,0.5,6,1.0,97,陈氏,0,,single_scene
05014004,张松骂曹,05000000,5,2,79,13,0.230769,0.230769,68,0.871795,27,曹操,1,众人:generic_speaker,suspicious_character_names
03091008,马房释放,03000000,4,1,80,4,0.5,0.5,6,1.0,67,陈荣,0,,single_scene
01011016,送银灯,01000000,4,1,81,3,1.0,1.0,3,1.0,71,桂娟,0,,single_scene
01020012,拷红,01000000,3,1,82,4,1.0,1.0,6,1.0,131,红娘,0,,single_scene
01033004,贺后骂殿,01000000,7,1,82,8,0.75,0.75,28,1.0,45,赵光义,0,,single_scene
70901103,昊天塔·激良,70901000,4,1,82,4,0.75,0.75,6,1.0,61,孟良,0,,single_scene
70902178,铁冠图·刺虎,70902000,4,1,83,3,0.666667,0.333333,3,1.0,95,费贞娥,0,,single_scene
01002004,探寒窑,01000000,5,1,84,4,0.5,0.5,6,1.0,115,陈氏,0,,single_scene
01011013,赵颜借寿,01000000,3,1,84,3,1.0,1.0,3,1.0,131,南斗星君,0,,single_scene
01012007,贵妃醉酒,01000000,4,1,84,6,0.5,0.5,10,0.666667,95,杨玉环,0,,single_scene
03021011,算军粮,03000000,4,1,84,10,0.6,0.6,45,1.0,33,王允,0,,single_scene
01001015,战北原,01000000,5,1,85,7,0.285714,0.285714,21,1.0,81,诸葛亮,0,,single_scene
01014001,鲁肃求计,01000000,6,2,86,4,0.75,0.5,4,0.666667,135,鲁肃,1,众人:generic_speaker,suspicious_character_names
02002030,太行山,02000000,5,1,86,3,0.666667,0.666667,3,1.0,65,姚刚,0,,single_scene
03006005,叔宝表功,03000000,5,1,86,3,0.666667,0.0,3,1.0,163,李渊,0,,single_scene
70902136,凤凰山·百花赠剑,70902000,4,1,86,3,1.0,0.666667,3,1.0,75,百花公主,0,,single_scene
01011010,明月珠,01000000,3,1,87,3,1.0,1.0,3,1.0,73,丫鬟,0,,single_scene
01015014,赵家楼,01000000,5,15,87,12,0.833333,0.833333,18,0.272727,46,王通,1,众人:generic_speaker,suspicious_character_names
04026001,游园惊梦,04000000,5,1,87,6,0.833333,0.666667,15,1.0,97,杜丽娘,0,,single_scene
01003008,断太后,01000000,5,4,88,6,0.5,0.5,15,1.0,71,包拯,1,众人:generic_speaker,suspicious_character_names
01011003,回龙阁,01000000,6,1,88,8,1.0,1.0,21,0.75,39,王宝钏,0,,single_scene
01009003,凤仪亭,01000000,4,1,89,5,0.6,0.6,10,1.0,41,董卓,0,,single_scene
03060009,雪夜访普,03000000,5,1,90,9,0.111111,0.111111,36,1.0,61,赵匡胤,0,,single_scene
05024002,虎牢关,05000000,4,6,90,7,0.571429,0.571429,11,0.52381,73,关羽,1,众人:generic_speaker,suspicious_character_names
03021007,探寒窑,03000000,5,1,92,5,0.4,0.4,10,1.0,121,王夫人,0,,single_scene
04010001,彩楼配,04000000,5,3,92,10,0.2,0.2,38,0.844444,50,王宝钏,1,众人:generic_speaker,suspicious_character_names
05014005,左慈骂曹,05000000,5,1,92,4,0.75,0.75,6,1.0,109,曹操,0,,single_scene
70201104,黛玉葬花,70201000,6,6,92,6,0.333333,0.333333,11,0.733333,55,林黛玉,1,众人:generic_speaker,suspicious_character_names
03021003,三击掌,03000000,4,1,93,5,0.4,0.4,10,1.0,125,王允,0,,single_scene
01011007,芦花河,01000000,6,1,94,7,0.428571,0.428571,21,1.0,105,樊梨花,0,,single_scene
70902142,四声猿·骂曹,70902000,6,1,95,8,0.75,0.625,21,0.75,51,判官,0,,single_scene
02006032,五庄观,02000000,5,3,96,9,0.111111,0.111111,24,0.666667,58,镇元子,1,众人:generic_speaker,suspicious_character_names
80000016,贺后骂殿,80000000,5,1,96,11,0.545455,0.545455,55,1.0,35,赵光义,0,,single_scene
04010002,三击掌,04000000,4,1,97,6,0.333333,0.333333,15,1.0,155,王允,0,,single_scene
01016002,蒯彻装疯,01000000,5,3,98,10,0.8,0.6,33,0.733333,49,蒯彻,1,众人:generic_speaker,suspicious_character_names
70901147,奏朝草诏,70901000,5,1,98,9,0.555556,0.333333,28,0.777778,81,方孝孺,0,,single_scene
70902129,长生殿·惊变,70902000,5,1,98,6,0.666667,0.333333,15,1.0,65,唐明皇,0,,single_scene
01007016,纺棉花,01000000,4,1,100,2,1.0,1.0,1,1.0,195,王氏,0,,single_scene
70202102,三击掌,70202000,5,1,100,6,0.333333,0.333333,15,1.0,139,王宝钏,0,,single_scene
14001002,二进宫,14000000,5,1,101,6,0.5,0.5,15,1.0,119,徐延昭,0,,single_scene
13004003,安天会·偷桃,13000000,5,1,102,16,0.625,0.5,78,0.65,63,孙悟空,0,,single_scene
03021013,大登殿,03000000,6,1,103,9,1.0,1.0,28,0.777778,35,江海,0,,single_scene
04017003,二进宫,04000000,5,1,103,5,0.6,0.6,10,1.0,119,徐延昭,0,,single_scene
70006111,二进宫,70006000,5,1,103,6,0.833333,0.833333,15,1.0,115,杨波,0,,single_scene
01001001,空城计,01000000,5,6,104,12,0.583333,0.583333,46,0.69697,32,诸葛亮,1,众人:generic_speaker,suspicious_character_names
01001018,双狮图,01000000,5,1,105,4,0.75,0.75,6,1.0,111,徐策,0,,single_scene
01005007,二进宫,01000000,5,1,105,5,1.0,1.0,10,1.0,123,杨波,0,,single_scene
03029003,送灯,03000000,4,1,105,3,1.0,1.0,3,1.0,77,张继贤,0,,single_scene
03048001,打城隍,03000000,5,1,105,5,1.0,1.0,10,1.0,51,嘎七,0,,single_scene
70901104,昊天塔·会兄,70901000,4,1,105,4,1.0,0.75,6,1.0,139,杨延德,0,,single_scene
01007004,五台山,01000000,5,1,106,3,1.0,0.666667,3,1.0,139,杨延德,0,,single_scene
70902141,风云会·访普,70902000,5,1,106,8,0.875,0.5,15,0.535714,91,赵匡胤,0,,single_scene
01006014,金水桥,01000000,6,1,107,7,0.857143,0.714286,21,1.0,35,李世民,0,,single_scene
01014022,四杰村,01000000,5,11,107,16,0.375,0.375,42,0.35,34,鲍士安,1,众人:generic_speaker,suspicious_character_names
01017002,三上殿,01000000,6,3,107,11,0.636364,0.454545,55,1.0,96,孙安,1,众人:generic_speaker,suspicious_character_names
04034002,贺后骂殿,04000000,6,1,107,12,0.916667,0.5,55,0.833333,49,赵光义,0,,single_scene
01037004,葭萌关,01000000,5,8,108,10,0.2,0.2,21,0.466667,44,马超,1,众人:generic_speaker,suspicious_character_names
70902133,长生殿·弹词,70902000,6,1,108,6,1.0,0.333333,15,1.0,87,李龟年,0,,single_scene
01022009,打刀,01000000,4,1,110,3,1.0,1.0,3,1.0,115,吴衍能,0,,single_scene
02010003,扈家庄,02000000,9,12,111,18,0.222222,0.111111,77,0.503268,27,扈三娘,1,众人:generic_speaker,suspicious_character_names
03014001,芦花记,03000000,6,1,111,6,0.333333,0.333333,15,1.0,73,闵父,0,,single_scene
01033002,水漫金山寺,01000000,6,3,113,10,0.5,0.3,38,0.844444,51,法海,1,众人:generic_speaker,suspicious_character_names
01016016,三上轿,01000000,6,1,114,8,0.375,0.25,28,1.0,43,李配,0,,single_scene
04021003,小放牛,04000000,6,1,114,2,1.0,1.0,1,1.0,215,牧童,0,,single_scene
01035005,慈孝图,01000000,6,1,115,10,0.6,0.4,45,1.0,51,小姐,0,,single_scene
01012014,血手印,01000000,8,2,116,9,0.666667,0.444444,26,0.722222,66,林佑安,1,众人:generic_speaker,suspicious_character_names
70901105,义侠记·打虎,70901000,5,1,116,5,0.4,0.4,10,1.0,147,武松,0,,single_scene
70901135,升平宝筏·北饯,70901000,6,1,116,7,0.857143,0.857143,21,1.0,117,尉迟恭,0,,single_scene
01002010,钓金龟,01000000,4,1,118,3,0.666667,0.666667,3,1.0,223,张义,0,,single_scene
